SeriousDlqin2yrs	RevolvingUtilizationOfUnsecuredLines	age	NumberOfTime30-59DaysPastDueNotWorse	DebtRatio	MonthlyIncome	NumberOfOpenCreditLinesAndLoans	NumberOfTimes90DaysLate	NumberRealEstateLoansOrLines	NumberOfTime60-89DaysPastDueNotWorse	NumberOfDependents
0	0.013996001	78	0	0.002416918	3309.0	3	0	0	0	0.0
0	0.03967486	75	0	0.008995502	2000.0	3	0	0	0	0.0
0	0.0	56	0	130.0	0.0	8	0	0	0	0.0
0	0.137232846	30	0	1.196078431	2600.0	4	0	1	0	0.0
0	0.774714038	53	0	0.371553885	14363.0	12	0	2	0	1.0
0	0.017067091	74	0	0.429856714	3000.0	21	0	1	0	0.0
0	0.0	29	0	2.115845539	750.0	5	0	1	0	0.0
0	0.0	27	0	0.120987901	10000.0	5	0	1	0	0.0
1	0.9999999	57	2	1.689770077	3000.0	7	1	2	2	3.0
0	0.193612774	35	0	0.136452242	4616.0	3	0	0	3	0.0
0	0.066537389	49	2	0.410714286	5263.0	8	0	2	0	0.0
0	0.276641461	43	1	0.512177986	4269.0	6	0	1	0	3.0
0	0.549325305	39	0	0.230078563	6236.0	7	0	1	0	2.0
0	0.359987369	45	0	0.634545682	8000.0	10	0	1	0	3.0
0	0.598647642	65	1	0.874233129	1629.0	6	1	1	0	0.0
0	0.002319938	36	0	0.686552241	6000.0	13	0	2	0	0.0
0	0.064735049	74	0	0.015936255	4266.0	6	0	0	0	0.0
0	0.033770464	53	0	0.021969501	3868.0	3	0	0	0	0.0
0	0.001260815	55	0	0.078928071	15000.0	6	0	0	0	0.0
0	1.045954524	39	2	360.5	1.0	2	0	0	0	0.0
0	0.17322806	44	0	1.445876933	28000.0	20	0	0	0	2.0
0	0.129568106	27	0	0.051623647	1200.0	1	1	0	0	1.0
0	0.566762216	57	0	0.466075949	3949.0	4	0	1	0	0.0
0	0.813457695	26	0	0.109722569	4000.0	4	0	0	0	0.0
0	1.181720814	50	3	0.500636248	5500.0	10	1	1	0	2.0
1	0.904419116	42	0	0.145175439	2279.0	3	0	0	0	3.0
0	0.008126726	64	0	0.246544456	10200.0	10	0	1	0	0.0
0	0.072723182	53	0	0.015815306	5500.0	1	0	0	0	5.0
0	0.813359332	38	0	1.011789925	1865.0	4	0	1	0	0.0
0	0.031499851	49	0	0.105995584	24000.0	14	0	1	0	0.0
1	0.9999999	49	2	0.780982906	4679.0	6	4	2	3	1.0
0	0.021302368	49	0	0.206057468	3862.0	9	0	1	0	2.0
0	0.28711977	61	0	0.188471423	8170.0	4	0	1	0	0.0
0	0.231393775	46	2	0.245886654	12033.0	17	0	2	0	4.0
0	0.240059661	41	0	0.175294208	13000.0	20	0	2	0	0.0
0	0.76744186	24	0	0.063764141	5833.0	2	0	0	0	0.0
0	0.011344436	51	0	0.524766977	7509.0	9	0	1	0	2.0
0	0.516812843	56	0	0.267462423	15833.0	12	0	2	0	0.0
0	0.200111794	34	0	0.577140953	3000.0	9	0	1	0	0.0
0	0.205034718	51	0	0.407417507	11000.0	8	0	3	0	1.0
0	0.049441357	65	0	0.222987872	3627.0	22	0	1	0	0.0
0	0.914038024	38	0	0.580672357	9488.0	7	0	2	0	1.0
0	0.0	53	0	0.219132029	3271.0	2	0	1	0	1.0
0	0.015499544	82	0	0.001618893	10500.0	8	0	0	0	0.0
0	0.072497615	63	0	0.450336883	4600.0	4	0	1	0	0.0
1	0.617523322	39	0	0.50032113	4670.0	12	0	1	0	0.0
0	0.398717785	71	0	0.722515723	3974.0	14	0	1	0	0.0
0	0.094592986	64	0	0.278781687	15660.0	15	0	1	0	1.0
0	0.108937856	48	0	0.493908154	3200.0	9	0	1	0	2.0
0	0.256296481	46	0	0.05449712	2256.0	4	0	0	0	0.0
0	0.977404519	61	2	0.286099501	7416.0	4	0	1	0	0.0
0	0.323845793	55	0	0.408550792	8583.0	12	0	2	0	2.0
0	0.196662921	55	0	0.508507279	5700.0	15	0	2	0	1.0
1	0.655086206	39	2	0.731783527	8000.0	14	0	4	0	0.0
0	0.9999999	54	0	0.174684847	11660.0	5	0	2	0	0.0
0	0.70651236	34	0	0.336475293	3500.0	9	0	0	0	1.0
0	0.139074437	33	0	0.700884275	2600.0	7	0	1	0	2.0
0	0.28662653	75	0	0.210478128	9829.0	12	0	1	0	0.0
0	0.0	64	0	0.152083931	24400.0	10	0	1	0	2.0
0	1.001732587	37	0	0.276597636	11250.0	9	0	1	0	2.0
0	0.9999999	64	0	0.364694471	10309.0	7	0	3	0	0.0
0	0.014084678	63	0	0.496441203	22900.0	22	0	8	0	0.0
0	0.793900339	45	1	0.389747034	8933.0	9	0	1	0	3.0
0	0.150365602	33	0	0.547447816	5700.0	10	0	1	0	0.0
0	0.382870084	66	0	0.103177542	13500.0	11	0	0	0	0.0
0	0.050083948	49	0	0.465576005	4400.0	17	0	1	0	3.0
0	0.030417851	71	0	0.001454281	5500.0	2	0	0	0	0.0
0	0.004194431	51	1	0.148560817	14000.0	7	0	2	0	3.0
0	0.19583109	85	0	0.026564138	2860.0	7	0	0	0	0.0
0	0.012099395	51	0	0.452494874	13166.0	8	0	4	0	4.0
0	0.569095749	31	0	1.366492147	2100.0	7	0	1	0	0.0
0	0.121127038	69	0	0.652743835	4500.0	11	0	1	0	0.0
1	0.891444896	26	0	0.300771208	3500.0	7	4	0	0	0.0
0	0.225144629	47	0	0.294877711	6500.0	11	0	1	0	1.0
0	0.009320207	46	0	5758.0	0.0	6	0	2	0	3.0
0	0.524373872	47	0	1.022829006	4467.0	11	0	2	0	1.0
0	0.200448239	57	1	0.289618397	6000.0	15	0	2	0	0.0
0	0.637032997	38	0	0.072418237	12413.0	5	0	0	0	5.0
0	0.000244467	51	0	0.252217006	3833.0	10	0	1	0	1.0
0	0.15239238	46	0	0.327177732	11100.0	6	0	2	0	3.0
0	0.033443682	76	0	0.043060925	7500.0	20	0	0	0	1.0
0	0.253031124	49	0	0.411117776	5000.0	8	0	1	0	2.0
0	0.005953886	51	0	0.234257826	8400.0	5	0	1	0	4.0
0	0.030159058	74	0	0.010664297	4500.0	5	0	0	0	0.0
0	0.081317263	46	0	0.080383669	11780.0	4	0	0	0	4.0
0	0.02783056	44	0	0.267994709	12850.0	15	0	4	0	2.0
0	0.343663035	44	0	0.131644726	6000.0	8	0	0	3	2.0
0	0.308695487	34	1	0.223549014	3600.0	9	0	0	0	0.0
0	0.363996198	62	0	0.122809081	8500.0	16	0	0	0	0.0
0	0.030178642	54	0	0.040853252	10500.0	9	0	0	0	2.0
0	0.484047732	68	0	0.657810156	4666.0	10	0	3	0	0.0
0	0.129801452	37	0	0.29930728	7650.0	7	0	2	0	1.0
0	0.086487522	49	0	0.265177446	11101.0	7	0	2	0	1.0
0	0.331157692	43	0	0.286285486	2500.0	7	0	0	1	3.0
0	0.060384343	72	0	0.804712042	1909.0	9	0	1	0	0.0
0	0.289004965	34	0	0.218003674	4898.0	6	0	1	0	4.0
0	0.210526316	27	0	0.132216946	4000.0	6	0	0	0	0.0
0	0.042964752	39	0	0.612506541	3821.0	8	0	2	0	0.0
0	0.9999999	60	0	0.432345591	2800.0	8	0	1	0	0.0
0	0.399569459	54	0	0.315250151	9953.0	5	0	3	0	2.0
0	0.986280549	45	0	0.744842233	3295.0	8	0	2	0	0.0
0	0.629393193	52	0	0.284038694	8269.0	8	0	2	0	2.0
1	0.42108178	51	0	0.194532338	7900.0	7	0	1	1	2.0
0	0.093076107	36	0	0.378128214	5833.0	5	0	1	0	2.0
0	0.379361275	40	0	0.489909458	9166.0	15	0	2	0	1.0
0	0.046192885	38	0	0.324478649	12083.0	8	0	1	0	0.0
0	0.795046858	42	0	0.462203836	7976.0	8	0	2	0	4.0
0	0.691316683	36	1	0.408518296	8334.0	8	0	2	0	0.0
0	0.05353871	33	0	0.367578017	3620.0	5	0	3	0	0.0
0	0.459378906	26	0	0.24871959	3123.0	3	0	0	0	0.0
0	0.007958262	45	0	0.415595544	3500.0	15	0	1	0	0.0
0	1.269243585	51	0	0.423518878	6700.0	3	2	1	0	2.0
0	0.896312204	48	0	0.35851572	9000.0	8	0	1	0	1.0
0	0.0	41	0	0.600086374	4630.0	4	1	1	0	4.0
0	0.404862348	65	0	0.276919633	13400.0	8	0	4	0	0.0
0	0.194340283	47	0	0.339063322	5700.0	4	0	1	0	4.0
0	0.000428551	88	0	0.004481434	3123.0	5	0	0	0	0.0
0	0.194026558	51	0	1.310163485	8746.0	21	1	6	0	0.0
0	0.970641174	29	1	0.282719625	7250.0	5	0	0	0	0.0
0	0.063018372	68	0	0.274207369	3500.0	5	0	0	0	0.0
0	0.841402211	81	0	0.766681798	4405.0	20	0	0	0	0.0
0	0.016264501	63	0	0.185234899	5214.0	13	0	0	0	1.0
1	0.911941165	35	0	0.589483612	4240.0	7	0	1	0	1.0
0	0.963357761	25	2	0.309404816	2200.0	10	0	0	0	0.0
0	0.9999999	75	0	0.664537628	3600.0	8	0	1	0	1.0
0	0.919306342	45	0	0.728184991	4583.0	11	0	1	0	0.0
0	0.642357721	31	0	1330.0	1.0	13	0	2	0	3.0
0	0.498918201	59	0	0.327035419	19000.0	9	0	1	0	2.0
0	0.958809908	65	0	0.683172656	2281.0	11	0	2	0	0.0
1	0.895258046	45	1	0.265206813	6575.0	4	1	1	0	4.0
0	0.807705824	51	0	0.477252275	10000.0	12	0	2	0	1.0
0	0.066240302	64	0	0.027958993	3218.0	9	0	0	0	0.0
0	0.394801079	44	1	0.034340895	17500.0	6	0	0	0	3.0
0	0.086805104	59	0	0.495787094	9731.0	9	0	2	0	2.0
0	0.813482019	41	1	0.296235188	6666.0	10	0	1	0	2.0
0	0.142831996	58	1	0.488478385	5250.0	29	0	1	0	2.0
0	0.013620239	57	1	0.004761451	10500.0	16	0	0	0	0.0
0	0.008521369	63	0	0.033741565	4000.0	4	0	0	0	0.0
0	0.317172045	34	0	1.016348774	1100.0	9	0	0	0	1.0
0	0.093346969	44	0	0.268218543	12500.0	4	0	2	0	2.0
0	0.002896096	83	0	0.446605037	3136.0	6	0	1	0	1.0
0	0.547628065	43	0	0.160867454	6178.0	6	0	0	0	3.0
0	0.0	45	0	0.356525912	2083.0	4	0	0	0	1.0
0	0.276861569	33	0	0.004014049	3985.0	3	1	0	0	0.0
0	0.019060418	66	0	0.084719962	19050.0	10	0	1	0	0.0
0	0.9999999	23	0	0.431691966	2700.0	7	0	0	0	0.0
0	0.62766349	72	0	0.305995148	8656.0	12	0	2	0	1.0
1	0.62396204	30	0	0.159283695	6365.0	4	0	0	0	3.0
0	0.652849908	38	0	0.503853364	4800.0	10	0	1	0	3.0
0	0.033523875	62	0	0.25497167	9000.0	12	0	1	0	0.0
0	0.9999999	56	0	0.477506616	3400.0	5	0	1	0	0.0
1	0.511912485	36	0	0.690903215	6188.0	11	0	2	1	2.0
0	0.029972752	22	1	0.11430356	1600.0	2	0	0	0	0.0
0	0.9999999	38	1	0.962229217	5400.0	15	0	2	0	2.0
0	0.011945003	72	0	0.015440509	1100.0	8	0	0	0	0.0
0	0.843562503	54	0	0.183213986	15500.0	12	0	0	0	0.0
0	0.242350306	70	0	0.407582938	5907.0	7	0	1	0	0.0
0	0.017223624	46	0	0.293657596	9333.0	10	0	2	0	3.0
0	0.0	24	0	0.0	2000.0	2	0	0	0	0.0
0	0.853985793	56	2	0.159141377	2701.0	8	1	0	0	0.0
0	0.013120054	64	0	0.261131635	5142.0	7	0	1	0	1.0
0	0.094779711	26	0	0.122584943	1500.0	2	0	0	0	0.0
0	0.019756164	50	0	0.260942023	11400.0	10	0	1	0	2.0
1	0.465295572	57	0	0.604120793	12715.0	18	0	5	0	1.0
0	0.08892922	46	0	0.048735462	5416.0	4	0	0	0	2.0
0	0.16520145	36	0	0.106230201	4734.0	2	0	0	0	2.0
0	0.000959962	56	0	0.049024377	18500.0	5	0	1	0	0.0
0	0.06221074	63	0	0.398011656	5833.0	9	0	1	0	0.0
0	0.0	43	0	2.65138154	1700.0	8	0	1	0	3.0
0	0.229406767	64	0	0.89431591	3500.0	14	0	2	0	0.0
0	0.331426257	72	0	0.182690769	6250.0	8	0	0	0	1.0
0	0.524313833	51	0	0.060805697	80600.0	11	0	3	0	2.0
0	0.26454556	42	0	0.312364966	12033.0	11	0	2	0	2.0
0	0.189234736	54	0	0.458978918	3936.0	10	0	2	0	3.0
1	0.231927534	49	0	130.0	0.0	15	0	0	0	0.0
0	0.011551807	50	0	0.16575936	9000.0	16	0	1	0	2.0
0	0.424857361	52	0	0.47467549	3928.0	5	0	1	0	2.0
0	0.649223385	35	1	0.559751222	2250.0	3	0	2	0	0.0
0	0.06790706	46	0	0.149103029	10200.0	6	0	2	0	0.0
1	0.908687214	39	0	0.932186235	2963.0	14	0	1	0	0.0
0	0.035316816	49	0	0.427479147	4315.0	8	0	1	0	0.0
0	0.04329567	51	0	0.176205949	4000.0	2	0	1	0	0.0
0	0.518658243	66	1	0.797402231	7082.0	10	0	1	0	0.0
1	0.888211179	53	7	0.478577674	3430.0	13	3	1	4	0.0
0	0.407947193	57	0	0.210526316	3400.0	7	0	0	0	2.0
0	0.9999999	26	0	0.309845077	2000.0	3	0	0	0	0.0
0	0.0	44	0	0.014496376	4000.0	3	0	0	0	3.0
0	0.198310916	60	0	0.47158705	8833.0	7	0	1	0	2.0
0	0.15341156	27	0	0.107755662	5827.0	3	0	0	0	0.0
0	0.246525376	37	0	0.587339362	2100.0	11	0	0	0	2.0
0	0.007504619	88	1	1.516746411	417.0	11	0	0	0	0.0
0	0.208546602	30	0	0.096236423	3958.0	9	0	0	0	0.0
0	0.129786655	49	0	0.469348491	22869.0	31	0	3	0	5.0
1	0.0	38	1	0.915060671	1400.0	3	1	1	0	2.0
0	0.9999999	65	0	0.180722892	3900.0	2	1	0	0	0.0
0	0.037727885	35	0	0.100779844	1666.0	4	0	0	0	0.0
0	0.054697967	45	0	0.331698664	9583.0	5	0	1	0	0.0
0	0.017533041	64	0	0.192023746	13138.0	4	0	1	0	0.0
0	0.185362141	31	0	1.155245124	3793.0	9	0	2	0	0.0
0	0.307310105	55	1	0.754016423	2800.0	5	0	1	0	1.0
0	0.41331057	50	0	0.406098635	9083.0	11	0	0	0	1.0
0	0.36181909	24	0	0.011105235	1890.0	1	0	0	0	0.0
0	0.238885822	32	0	0.16734055	7666.0	9	0	0	0	3.0
0	0.860276564	39	0	1.44534413	2222.0	15	0	1	1	0.0
0	0.915149962	28	0	0.110298598	1640.0	6	0	0	0	0.0
0	0.000193542	34	1	0.0	3000.0	3	0	0	0	2.0
0	0.052659586	69	0	0.279715036	8000.0	11	0	2	0	0.0
0	0.800016128	64	1	0.354296122	9333.0	15	0	2	0	0.0
0	0.0	51	0	0.439135935	10276.0	11	0	2	0	3.0
0	0.0	48	1	0.0	3666.0	3	0	0	0	0.0
0	0.391611038	37	0	0.312105702	8400.0	9	0	2	0	2.0
0	0.282206544	44	0	0.085936121	17000.0	6	0	1	0	2.0
0	0.491765721	58	0	0.434855234	8979.0	10	0	2	0	0.0
0	0.216955699	38	0	1.000527426	7583.0	12	0	2	0	2.0
0	0.0	38	0	0.514414264	6000.0	6	0	4	0	1.0
0	0.040619839	73	1	0.415726157	8062.0	18	0	1	0	0.0
0	0.420924495	42	0	0.797626483	1600.0	8	0	0	0	0.0
0	0.017597654	35	0	0.411523929	3175.0	12	0	1	0	0.0
0	0.0	75	0	402.0	0.0	8	0	1	0	0.0
0	0.002618996	80	0	0.001333111	6000.0	7	0	0	0	0.0
1	0.0	25	0	0.152896812	2916.0	3	0	0	1	0.0
1	0.659597941	61	0	0.744095365	8975.0	18	0	2	1	0.0
0	0.9999999	42	0	0.308685037	8600.0	2	0	1	0	2.0
0	0.0	85	0	0.0	10500.0	1	0	0	0	0.0
0	0.018466051	65	0	8.5	1.0	7	0	0	0	0.0
0	0.266186691	26	0	193.0	0.0	8	0	0	0	0.0
0	0.033077235	54	0	0.438512298	5000.0	14	0	2	0	0.0
0	0.594810379	58	0	0.458615246	8867.0	8	0	2	0	0.0
0	0.027945934	70	0	0.011999226	5166.0	5	0	0	0	0.0
0	0.0	55	0	0.452099618	5500.0	6	0	1	0	0.0
0	0.412072287	28	0	0.099128696	7000.0	7	0	0	0	0.0
0	0.009680059	49	0	0.240746633	9428.0	20	0	2	0	1.0
0	1.013496626	31	0	1.55073478	1428.0	6	0	1	0	1.0
0	0.0	55	0	0.285985568	5265.0	5	0	2	0	0.0
0	0.003723711	67	0	0.004553734	1097.0	8	0	0	0	0.0
0	1.117764471	22	0	331.0	0.0	2	0	0	0	0.0
0	0.9999999	36	0	0.0	3603.0	1	0	0	0	0.0
0	0.274028766	43	0	0.795201371	3500.0	13	0	1	0	0.0
0	0.035649074	32	0	0.476726023	3200.0	7	0	2	0	0.0
0	0.00268947	28	0	0.00049975	2000.0	3	0	0	0	0.0
1	0.918718756	57	1	0.319262386	4500.0	5	0	1	0	0.0
0	0.567234314	38	0	0.271899716	6700.0	6	0	0	0	2.0
0	0.025181756	54	0	0.394804089	2347.0	11	0	1	0	2.0
0	0.073245022	37	0	0.501428377	7350.0	9	0	3	0	0.0
0	0.000236839	48	0	4.235880399	300.0	11	0	1	0	5.0
0	0.984816313	58	0	1.22112462	2631.0	14	0	2	0	0.0
0	0.036165806	35	0	0.597680464	5000.0	4	0	2	0	0.0
1	0.998461775	51	1	0.458009255	10156.0	6	1	2	2	1.0
0	0.999692355	72	0	0.100378788	3167.0	1	0	0	0	0.0
0	0.769446741	57	0	1.003811406	7083.0	8	0	2	0	0.0
0	0.289801135	39	0	0.466982373	3800.0	12	0	1	0	0.0
0	0.003385023	77	1	0.00104462	6700.0	6	0	0	0	0.0
0	0.044530365	67	0	0.402313499	10200.0	8	0	3	0	1.0
0	0.105289942	61	0	1.184063511	3400.0	9	0	2	0	0.0
0	0.31085733	42	0	0.494621417	14408.0	9	0	3	0	3.0
0	0.242150295	76	0	0.830939227	2714.0	21	0	1	0	0.0
0	0.082047776	51	0	0.663245974	6333.0	15	0	5	0	1.0
0	0.065730461	58	1	0.394188919	8500.0	8	0	1	0	2.0
0	0.051640983	30	0	0.125864172	4917.0	3	0	0	1	0.0
0	0.887557983	39	2	0.389371218	3800.0	7	0	0	1	1.0
0	0.979755061	31	1	0.935680139	2300.0	7	0	1	0	1.0
0	0.051911392	39	1	0.48191968	6000.0	10	0	1	0	3.0
0	0.004761864	59	1	0.053844163	3862.0	11	0	1	0	0.0
0	0.018290845	75	0	0.004882514	3276.0	6	0	0	0	0.0
0	0.056371415	44	0	0.359768292	14500.0	10	0	2	0	1.0
0	0.056021173	28	0	0.228740021	2880.0	9	0	0	0	0.0
0	0.007646713	48	0	0.323455909	2800.0	4	0	1	0	1.0
0	0.348351741	47	0	0.110830439	9500.0	9	0	0	0	0.0
0	0.03848259	31	0	0.448809026	2392.0	4	0	1	0	2.0
0	0.039456016	80	0	0.54620462	605.0	6	0	0	0	0.0
0	0.26382671	72	0	0.589882024	5000.0	12	0	2	0	0.0
0	0.043315082	72	0	0.370122306	3433.0	10	0	1	0	0.0
0	0.9999999	30	0	0.0	11700.0	0	0	0	0	0.0
0	0.023792889	56	0	0.009331778	6000.0	7	0	0	0	0.0
0	0.9999999	38	0	0.161526546	7100.0	4	0	0	0	1.0
0	0.397353373	40	0	0.467005999	5500.0	12	0	2	0	2.0
0	0.435154385	53	0	0.750885038	5366.0	19	0	2	0	0.0
0	0.392186272	39	0	0.355366492	4583.0	5	0	1	0	1.0
0	0.288451925	33	0	0.21509434	7419.0	8	0	1	0	0.0
0	0.210827025	52	0	2402.0	0.0	4	0	1	0	3.0
0	0.046602158	66	0	0.296672395	6400.0	8	0	1	0	0.0
0	0.502587435	65	0	0.144708423	4166.0	2	0	0	0	0.0
0	0.04107391	56	0	0.272908849	16521.0	10	0	1	0	0.0
0	0.0	24	1	0.0	820.0	1	0	0	0	0.0
0	0.004971275	47	0	0.244976146	13833.0	8	0	2	0	2.0
0	0.512228888	32	0	0.0526876	1878.0	2	0	0	0	0.0
0	0.027593501	70	0	0.121374866	1861.0	3	0	0	0	0.0
0	0.9999999	47	0	0.370822402	8766.0	7	0	2	0	4.0
0	0.0	68	2	0.260775862	4175.0	5	0	1	0	0.0
0	0.006706083	41	0	1.061787642	1666.0	7	0	2	0	2.0
0	0.005048594	56	0	0.436955821	3100.0	16	0	1	0	1.0
0	0.418544764	60	0	0.282607232	14850.0	9	0	2	0	1.0
0	0.011774706	56	0	0.004051864	3701.0	5	0	0	0	0.0
0	0.069919213	35	0	0.336766323	10000.0	12	0	2	0	2.0
1	0.036177641	56	0	0.286237514	9009.0	12	0	1	0	0.0
0	0.976265024	24	0	0.891891892	850.0	4	0	0	0	0.0
0	0.0	52	1	0.219392567	5300.0	9	0	1	1	5.0
0	0.013326035	58	0	0.141645205	6600.0	11	0	1	0	0.0
0	0.034215189	39	1	0.648188145	4166.0	10	0	1	0	1.0
0	0.773801871	55	0	0.064705317	10400.0	3	0	1	0	1.0
0	0.886186842	63	1	0.405898525	4000.0	9	0	0	0	1.0
0	0.553172151	31	1	0.399709302	1375.0	2	0	0	0	1.0
0	0.032610891	61	1	0.027477102	1200.0	2	0	0	0	0.0
0	0.011828402	89	0	0.271271063	4806.0	5	0	1	0	0.0
0	0.163959327	37	0	0.442056075	4279.0	5	0	1	0	3.0
0	0.000222216	59	0	0.619160153	5500.0	9	0	2	0	0.0
0	0.039462759	47	0	0.19019049	6666.0	10	0	1	0	2.0
0	0.327191531	59	0	0.381167493	22800.0	17	0	2	0	1.0
0	0.10407057	45	0	0.355941918	5233.0	10	0	1	0	2.0
0	0.401313478	50	0	0.355051701	8026.0	9	0	2	0	3.0
0	0.34844367	46	0	0.136041439	3667.0	4	0	0	0	1.0
0	0.514180549	53	0	0.272321881	9866.0	6	0	2	0	1.0
0	0.055029363	54	0	0.332461136	6496.0	13	0	2	0	1.0
0	0.073761386	52	0	0.407680492	3254.0	2	0	1	0	0.0
0	0.019608745	62	1	62.16666667	11.0	10	0	1	0	0.0
0	0.358634482	31	0	0.082335329	4007.0	6	0	0	0	2.0
0	0.9999999	56	0	0.038308871	10832.0	0	1	0	1	0.0
0	0.654238081	47	0	0.547921725	7000.0	14	0	2	0	1.0
0	0.018085198	37	0	0.489251075	10000.0	5	0	1	0	1.0
0	0.024595081	42	0	0.395103419	4737.0	4	0	1	0	0.0
0	0.0	38	0	0.086043574	6333.0	3	0	1	0	0.0
0	0.024601574	61	0	0.236569403	7333.0	10	0	1	0	2.0
0	0.003565615	48	0	0.438124919	7700.0	6	0	1	0	2.0
1	0.280775562	47	0	0.479014068	8600.0	8	0	2	0	0.0
0	0.189421985	67	0	0.293820792	8916.0	11	0	2	0	0.0
0	0.013370325	47	0	0.483994501	10183.0	15	0	4	0	0.0
0	0.081636587	45	0	0.519511885	7866.0	10	0	2	0	0.0
0	0.768017908	57	0	0.422370281	14858.0	14	0	2	0	1.0
0	0.008961651	72	0	0.012567325	2784.0	5	0	0	0	0.0
0	0.01764835	38	0	0.777113578	4683.0	7	0	1	0	1.0
0	0.812686228	43	0	0.655458451	6750.0	14	0	4	0	0.0
0	0.048390157	66	0	0.439254789	3810.0	12	0	1	0	0.0
0	0.966806639	45	0	0.368770764	2106.0	4	0	1	0	2.0
0	0.007201169	42	0	0.133497385	3250.0	11	0	1	0	0.0
0	0.059083904	67	2	0.302400674	14245.0	17	0	2	0	1.0
0	0.062648434	69	0	0.075970003	9200.0	8	0	0	0	1.0
0	0.361435813	85	0	0.138888889	5291.0	6	0	1	0	0.0
0	0.573724845	37	0	0.764705882	2600.0	4	1	1	0	0.0
0	0.11635821	58	0	0.120063751	5646.0	10	0	0	0	1.0
1	0.9999999	35	1	0.654723127	1841.0	4	0	1	0	1.0
0	0.964529424	51	0	0.069741282	8000.0	3	0	0	0	1.0
0	0.9999999	47	0	0.0	3500.0	0	0	0	0	1.0
0	0.004684867	50	0	0.337102726	8400.0	9	0	2	0	0.0
1	0.119924825	45	0	0.612903226	3068.0	11	0	2	0	3.0
0	0.102360478	68	0	0.145579568	5089.0	4	0	0	0	0.0
0	0.032728543	54	0	0.233514511	9750.0	14	0	2	0	3.0
0	0.020703266	65	0	0.305392977	4783.0	18	0	1	0	0.0
0	0.462283349	83	0	0.461149868	4156.0	5	0	1	0	0.0
0	0.254256291	91	2	0.519274036	6666.0	18	0	0	0	0.0
0	0.612196259	37	0	0.577316657	3517.0	6	0	1	0	1.0
0	0.382406423	76	0	0.38566131	3235.0	5	0	1	0	1.0
0	0.213378662	82	0	0.159600998	400.0	3	0	0	0	0.0
0	0.032967033	58	0	0.11670595	14000.0	11	0	1	0	0.0
0	0.0	59	1	0.201932689	3000.0	3	0	0	0	0.0
0	0.033484113	43	0	0.096171556	7600.0	16	0	0	0	0.0
0	0.43032302	39	0	0.369438202	2224.0	7	0	0	0	0.0
0	0.963190184	36	0	0.160541017	3400.0	4	2	0	0	0.0
0	0.194560181	56	0	0.31884058	8900.0	4	0	2	0	0.0
0	0.564877695	52	0	0.309328091	11191.0	15	0	1	0	2.0
0	0.02800296	60	0	0.207415692	11623.0	14	0	1	0	2.0
0	0.233048094	59	0	0.262165508	10500.0	14	0	2	0	0.0
0	0.099690851	58	1	0.444796163	10424.0	12	1	2	0	2.0
0	0.0	64	0	0.439171123	2991.0	5	0	2	0	0.0
1	0.0	41	0	1.348703956	3664.0	7	0	3	0	0.0
0	0.638083682	44	0	0.251974803	10000.0	12	0	0	1	5.0
0	0.399375671	54	0	0.064989518	6200.0	5	0	1	0	2.0
0	0.13088997	54	0	0.426994376	4800.0	12	0	2	0	0.0
0	0.972810007	64	5	0.470362371	12500.0	11	0	1	0	0.0
0	0.014599027	70	0	0.217391304	2598.0	2	0	0	0	0.0
0	0.033300891	80	0	0.180671269	4200.0	10	0	1	0	0.0
0	0.030788461	63	0	0.00539892	5000.0	6	0	0	0	0.0
0	0.009180479	66	0	0.491008839	3280.0	14	0	1	0	1.0
1	1.112706781	51	1	0.219969659	7250.0	5	0	2	0	0.0
0	0.0	70	0	0.253990094	3633.0	12	0	1	0	0.0
0	0.008690143	56	0	0.328863606	7382.0	14	0	2	0	0.0
1	1.053793834	48	0	0.322612898	6000.0	5	3	1	0	3.0
0	0.706647038	34	0	1.234267791	5100.0	4	0	1	0	0.0
0	0.002216877	42	1	0.531559729	5750.0	7	0	1	0	2.0
0	0.411811758	36	0	0.009488828	9800.0	3	0	0	0	0.0
0	0.275068102	63	0	0.536567438	10883.0	16	0	2	0	1.0
0	0.226994721	41	0	0.566492385	4398.0	7	0	2	0	2.0
0	0.008297073	61	0	0.252199413	3750.0	8	0	1	0	0.0
0	0.885874275	65	0	0.282226481	12000.0	6	0	1	0	2.0
0	1.069413774	35	0	0.192228806	8775.0	4	0	0	0	1.0
0	0.025049151	51	0	0.263076126	5792.0	9	0	1	0	3.0
0	0.0	64	0	0.22735926	11030.0	8	0	2	0	0.0
0	0.336378966	52	0	0.279520647	13100.0	8	0	2	0	2.0
0	0.254495893	72	0	1.828523978	4816.0	17	0	2	0	0.0
0	0.50671726	68	0	0.640503517	2700.0	17	0	0	0	0.0
0	0.9999999	62	1	0.355881373	3000.0	1	0	1	0	1.0
0	0.784710764	44	0	0.900662252	7700.0	14	0	3	0	1.0
0	0.0	44	0	0.133143116	37500.0	15	0	4	0	0.0
0	0.377184812	48	0	0.742752416	3000.0	11	0	1	0	0.0
0	0.785965428	63	0	0.448542058	25000.0	19	0	2	0	0.0
0	2189.0	49	0	0.705766476	5583.0	10	0	2	0	0.0
0	0.204898541	61	0	0.270414398	9000.0	24	0	0	0	0.0
0	0.000349063	50	1	0.340890615	11070.0	7	0	2	0	0.0
0	0.053511325	52	0	0.107577848	16666.0	5	0	1	0	1.0
